챕터,스테이지,명중 요구치,집중 요구치
137,137-27,844,716
137,137-28,844,716
137,137-29,844,716
137,137-30,844,716
138,138-1,845,717
138,138-2,845,717
138,138-3,845,717
138,138-4,845,717
138,138-5,845,717
138,138-6,845,717
138,138-7,845,717
138,138-8,846,718
138,138-9,846,718
138,138-10,846,718
138,138-11,846,718
138,138-12,846,718
138,138-13,846,718
138,138-14,846,718
138,138-15,847,719
138,138-16,847,719
138,138-17,847,719
138,138-18,847,719
138,138-19,847,719
138,138-20,847,719
138,138-21,849,720
138,138-22,849,720
138,138-23,849,720
138,138-24,849,720
138,138-25,849,720
138,138-26,849,720
138,138-27,849,720
138,138-28,851,721
138,138-29,851,721
138,138-30,851,721
139,139-1,851,721
139,139-2,851,721
139,139-3,851,721
139,139-4,851,721
139,139-5,853,722
139,139-6,853,722
139,139-7,853,722
139,139-8,853,722
139,139-9,853,722
139,139-10,853,722
139,139-11,854,723
139,139-12,854,723
139,139-13,854,723
139,139-14,854,723
139,139-15,854,723
139,139-16,854,723
139,139-17,854,723
139,139-18,855,724
139,139-19,855,724
139,139-20,855,724
139,139-21,855,724
139,139-22,855,724
139,139-23,855,724
139,139-24,855,724
139,139-25,856,725
139,139-26,856,725
139,139-27,856,725
139,139-28,856,725
139,139-29,856,725
139,139-30,856,725
140,140-1,857,726
140,140-2,857,726
140,140-3,857,726
140,140-4,857,726
140,140-5,857,726
140,140-6,857,726
140,140-7,857,726
140,140-8,858,727
140,140-9,858,727
140,140-10,858,727
140,140-11,858,727
140,140-12,858,727
140,140-13,858,727
140,140-14,858,727
140,140-15,859,728
140,140-16,859,728
140,140-17,859,728
140,140-18,859,728
140,140-19,859,728
140,140-20,859,728
140,140-21,860,729
140,140-22,860,729
140,140-23,860,729
140,140-24,860,729
140,140-25,860,729
140,140-26,860,729
140,140-27,860,729
140,140-28,861,730
140,140-29,861,730
140,140-30,861,730
141,141-1,861,730
141,141-2,861,730
141,141-3,861,730
141,141-4,861,730
141,141-5,862,731
141,141-6,862,731
141,141-7,862,731
141,141-8,862,731
141,141-9,862,731
141,141-10,862,731
141,141-11,863,732
141,141-12,863,732
141,141-13,863,732
141,141-14,863,732
141,141-15,863,732
141,141-16,863,732
141,141-17,863,732
141,141-18,864,733
141,141-19,864,733
141,141-20,864,733
141,141-21,864,733
141,141-22,864,733
141,141-23,864,733
141,141-24,864,733
141,141-25,865,734
141,141-26,865,734
141,141-27,865,734
141,141-28,865,734
141,141-29,865,734
141,141-30,865,734
142,142-1,866,735
142,142-2,866,735
142,142-3,866,735
142,142-4,866,735
142,142-5,866,735
142,142-6,866,735
142,142-7,866,735
142,142-8,868,736
142,142-9,868,736
142,142-10,868,736
142,142-11,868,736
142,142-12,868,736
142,142-13,868,736
142,142-14,868,736
142,142-15,869,737
142,142-16,869,737
142,142-17,869,737
142,142-18,869,737
142,142-19,869,737
142,142-20,869,737
142,142-21,872,738
142,142-22,872,738
142,142-23,872,738
142,142-24,872,738
142,142-25,872,738
142,142-26,872,738
142,142-27,872,738
142,142-28,873,739
142,142-29,873,739
142,142-30,873,739
143,143-1,873,739
143,143-2,873,739
143,143-3,873,739
143,143-4,873,739
143,143-5,874,740
143,143-6,874,740
143,143-7,874,740
143,143-8,874,740
143,143-9,874,740
143,143-10,874,740
143,143-11,875,741
143,143-12,875,741
143,143-13,875,741
143,143-14,875,741
143,143-15,875,741
143,143-16,875,741
143,143-17,875,741
143,143-18,876,742
143,143-19,876,742
143,143-20,876,742
143,143-21,876,742
143,143-22,876,742
143,143-23,876,742
143,143-24,876,742
143,143-25,877,743
143,143-26,877,743
143,143-27,877,743
143,143-28,877,743
143,143-29,877,743
143,143-30,877,743
144,144-1,878,744
144,144-2,878,744
144,144-3,878,744
144,144-4,878,744
144,144-5,878,744
144,144-6,878,744
144,144-7,878,744
144,144-8,879,745
144,144-9,879,745
144,144-10,879,745
144,144-11,879,745
144,144-12,879,745
144,144-13,879,745
144,144-14,879,745
144,144-15,880,746
144,144-16,880,746
144,144-17,880,746
144,144-18,880,746
144,144-19,880,746
144,144-20,880,746
144,144-21,881,747
144,144-22,881,747
144,144-23,881,747
144,144-24,881,747
144,144-25,881,747
144,144-26,881,747
144,144-27,881,747
144,144-28,882,748
144,144-29,882,748
144,144-30,882,748
145,145-1,882,748
145,145-2,882,748
145,145-3,882,748
145,145-4,882,748
145,145-5,883,749
145,145-6,883,749
145,145-7,883,749
145,145-8,883,749
145,145-9,883,749
145,145-10,883,749
145,145-11,885,750
145,145-12,885,750
145,145-13,885,750
145,145-14,885,750
145,145-15,885,750
145,145-16,885,750
145,145-17,885,750
145,145-18,886,751
145,145-19,886,751
145,145-20,886,751
145,145-21,886,751
145,145-22,886,751
145,145-23,886,751
145,145-24,886,751
145,145-25,887,752
145,145-26,887,752
145,145-27,887,752
145,145-28,887,752
145,145-29,887,752
145,145-30,887,752
146,146-1,888,753
146,146-2,888,753
146,146-3,888,753
146,146-4,888,753
146,146-5,888,753
146,146-6,888,753
146,146-7,888,753
146,146-8,889,754
146,146-9,889,754
146,146-10,889,754
146,146-11,889,754
146,146-12,889,754
146,146-13,889,754
146,146-14,889,754
146,146-15,890,755
146,146-16,890,755
146,146-17,890,755
146,146-18,890,755
146,146-19,890,755
146,146-20,890,755
146,146-21,891,756
146,146-22,891,756
146,146-23,891,756
146,146-24,891,756
146,146-25,891,756
146,146-26,891,756
146,146-27,891,756
146,146-28,894,757
146,146-29,894,757
146,146-30,894,757
147,147-1,894,757
147,147-2,894,757
147,147-3,894,757
147,147-4,894,757
147,147-5,895,758
147,147-6,895,758
147,147-7,895,758
147,147-8,895,758
147,147-9,895,758
147,147-10,895,758
147,147-11,896,759
147,147-12,896,759
147,147-13,896,759
147,147-14,896,759
147,147-15,896,759
147,147-16,896,759
147,147-17,896,759
147,147-18,897,760
147,147-19,897,760
147,147-20,897,760
147,147-21,897,760
147,147-22,897,760
147,147-23,897,760
147,147-24,897,760
147,147-25,898,761
147,147-26,898,761
147,147-27,898,761
147,147-28,898,761
147,147-29,898,761
147,147-30,898,761
148,148-1,899,762
148,148-2,899,762
148,148-3,899,762
148,148-4,899,762
148,148-5,899,762
148,148-6,899,762
148,148-7,899,762
148,148-8,900,763
148,148-9,900,763
148,148-10,900,763
148,148-11,900,763
148,148-12,900,763
148,148-13,900,763
148,148-14,900,763
148,148-15,901,764
148,148-16,901,764
148,148-17,901,764
148,148-18,901,764
148,148-19,901,764
148,148-20,901,764
148,148-21,903,765
148,148-22,903,765
148,148-23,903,765
148,148-24,903,765
148,148-25,903,765
148,148-26,903,765
148,148-27,903,765
148,148-28,904,766
148,148-29,904,766
148,148-30,904,766
149,149-1,904,766
149,149-2,904,766
149,149-3,904,766
149,149-4,904,766
149,149-5,905,767
149,149-6,905,767
149,149-7,905,767
149,149-8,905,767
149,149-9,905,767
149,149-10,905,767
149,149-11,906,768
149,149-12,906,768
149,149-13,906,768
149,149-14,906,768
149,149-15,906,768
149,149-16,906,768
149,149-17,906,768
149,149-18,907,769
149,149-19,907,769
149,149-20,907,769
149,149-21,907,769
149,149-22,907,769
149,149-23,907,769
149,149-24,907,769
149,149-25,908,770
149,149-26,908,770
149,149-27,908,770
149,149-28,908,770
149,149-29,908,770
149,149-30,908,770
150,150-1,909,771
150,150-2,909,771
150,150-3,909,771
150,150-4,909,771
150,150-5,909,771
150,150-6,909,771
150,150-7,909,771
150,150-8,910,772
150,150-9,910,772
150,150-10,910,772
150,150-11,910,772
150,150-12,910,772
150,150-13,910,772
150,150-14,910,772
150,150-15,911,773
150,150-16,911,773
150,150-17,911,773
150,150-18,911,773
150,150-19,911,773
150,150-20,911,773
150,150-21,912,774
150,150-22,912,774
150,150-23,912,774
150,150-24,912,774
150,150-25,912,774
150,150-26,912,774
150,150-27,912,774
150,150-28,914,775
150,150-29,914,775
150,150-30,914,775
151,151-1,914,775
151,151-2,914,775
151,151-3,914,775
151,151-4,914,775
151,151-5,916,776
151,151-6,916,776
151,151-7,916,776
151,151-8,916,776
151,151-9,916,776
151,151-10,916,776
151,151-11,917,777
151,151-12,917,777
151,151-13,917,777
151,151-14,917,777
151,151-15,917,777
151,151-16,917,777
151,151-17,917,777
151,151-18,918,778
151,151-19,918,778
151,151-20,918,778
151,151-21,918,778
151,151-22,918,778
151,151-23,918,778
151,151-24,918,778
151,151-25,920,779
151,151-26,920,779
151,151-27,920,779
151,151-28,920,779
151,151-29,920,779
151,151-30,920,779
152,152-1,921,780
152,152-2,921,780
152,152-3,921,780
152,152-4,921,780
152,152-5,921,780
152,152-6,921,780
152,152-7,921,780
152,152-8,922,781
152,152-9,922,781
152,152-10,922,781
152,152-11,922,781
152,152-12,922,781
152,152-13,922,781
152,152-14,922,781
152,152-15,923,782
152,152-16,923,782
152,152-17,923,782
152,152-18,923,782
152,152-19,923,782
152,152-20,923,782
152,152-21,924,783
152,152-22,924,783
152,152-23,924,783
152,152-24,924,783
152,152-25,924,783
152,152-26,924,783
152,152-27,924,783
152,152-28,925,784
152,152-29,925,784
152,152-30,925,784
153,153-1,925,784
153,153-2,925,784
153,153-3,925,784
153,153-4,925,784
153,153-5,926,785
153,153-6,926,785
153,153-7,926,785
153,153-8,926,785
153,153-9,926,785
153,153-10,926,785
153,153-11,927,786
153,153-12,927,786
153,153-13,927,786
153,153-14,927,786
153,153-15,927,786
153,153-16,927,786
153,153-17,927,786
153,153-18,928,787
153,153-19,928,787
153,153-20,928,787
153,153-21,928,787
153,153-22,928,787
153,153-23,928,787
153,153-24,928,787
153,153-25,929,788
153,153-26,929,788
153,153-27,929,788
153,153-28,929,788
153,153-29,929,788
153,153-30,929,788
154,154-1,930,789
154,154-2,930,789
154,154-3,930,789
154,154-4,930,789
154,154-5,930,789
154,154-6,930,789
154,154-7,930,789
154,154-8,931,790
154,154-9,931,790
154,154-10,931,790
154,154-11,931,790
154,154-12,931,790
154,154-13,931,790
154,154-14,931,790
154,154-15,932,791
154,154-16,932,791
154,154-17,932,791
154,154-18,932,791
154,154-19,932,791
154,154-20,932,791
154,154-21,933,792
154,154-22,933,792
154,154-23,933,792
154,154-24,933,792
154,154-25,933,792
154,154-26,933,792
154,154-27,933,792
154,154-28,936,793
154,154-29,936,793
154,154-30,936,793
155,155-1,936,793
155,155-2,936,793
155,155-3,936,793
155,155-4,936,793
155,155-5,938,794
155,155-6,938,794
155,155-7,938,794
155,155-8,938,794
155,155-9,938,794
155,155-10,938,794
155,155-11,939,795
155,155-12,939,795
155,155-13,939,795
155,155-14,939,795
155,155-15,939,795
155,155-16,939,795
155,155-17,939,795
155,155-18,940,796
155,155-19,940,796
155,155-20,940,796
155,155-21,940,796
155,155-22,940,796
155,155-23,940,796
155,155-24,940,796
155,155-25,941,797
155,155-26,941,797
155,155-27,941,797
155,155-28,941,797
155,155-29,941,797
155,155-30,941,797
156,156-1,942,798
156,156-2,942,798
156,156-3,942,798
156,156-4,942,798
156,156-5,942,798
156,156-6,942,798
156,156-7,942,798
156,156-8,943,799
156,156-9,943,799
156,156-10,943,799
156,156-11,943,799
156,156-12,943,799
156,156-13,943,799
156,156-14,943,799
156,156-15,944,800
156,156-16,944,800
156,156-17,944,800
156,156-18,944,800
156,156-19,944,800
156,156-20,944,800
156,156-21,945,801
156,156-22,945,801
156,156-23,945,801
156,156-24,945,801
156,156-25,945,801
156,156-26,945,801
156,156-27,945,801
156,156-28,946,802
156,156-29,946,802
156,156-30,946,802
157,157-1,946,802
157,157-2,946,802
157,157-3,946,802
157,157-4,946,802
157,157-5,947,803
157,157-6,947,803
157,157-7,947,803
157,157-8,947,803
157,157-9,947,803
157,157-10,947,803
157,157-11,948,804
157,157-12,948,804
157,157-13,948,804
157,157-14,948,804
157,157-15,948,804
157,157-16,948,804
157,157-17,948,804
157,157-18,949,805
157,157-19,949,805
157,157-20,949,805
157,157-21,949,805
157,157-22,949,805
157,157-23,949,805
157,157-24,949,805
157,157-25,950,806
157,157-26,950,806
157,157-27,950,806
157,157-28,950,806
157,157-29,950,806
157,157-30,950,806
158,158-1,951,807
158,158-2,951,807
158,158-3,951,807
158,158-4,951,807
158,158-5,951,807
158,158-6,951,807
158,158-7,951,807
158,158-8,953,808
158,158-9,953,808
158,158-10,953,808
158,158-11,953,808
158,158-12,953,808
158,158-13,953,808
158,158-14,953,808
158,158-15,954,809
158,158-16,954,809
158,158-17,954,809
158,158-18,954,809
158,158-19,954,809
158,158-20,954,809
158,158-21,956,810
158,158-22,956,810
158,158-23,956,810
158,158-24,956,810
158,158-25,956,810
158,158-26,956,810
158,158-27,956,810
158,158-28,957,811
158,158-29,957,811
158,158-30,957,811
159,159-1,957,811
159,159-2,957,811
159,159-3,957,811
159,159-4,957,811
159,159-5,958,812
159,159-6,958,812
159,159-7,958,812
159,159-8,958,812
159,159-9,958,812
159,159-10,958,812
159,159-11,960,813
159,159-12,960,813
159,159-13,960,813
159,159-14,960,813
159,159-15,960,813
159,159-16,960,813
159,159-17,960,813
159,159-18,961,814
159,159-19,961,814
159,159-20,961,814
159,159-21,961,814
159,159-22,961,814
159,159-23,961,814
159,159-24,961,814
159,159-25,962,815
159,159-26,962,815
159,159-27,962,815
159,159-28,962,815
159,159-29,962,815
159,159-30,962,815
160,160-1,963,816
160,160-2,963,816
160,160-3,963,816
160,160-4,963,816
160,160-5,963,816
160,160-6,963,816
160,160-7,963,816
160,160-8,964,817
160,160-9,964,817
160,160-10,964,817
160,160-11,964,817
160,160-12,964,817
160,160-13,964,817
160,160-14,964,817
160,160-15,965,818
160,160-16,965,818
160,160-17,965,818
160,160-18,965,818
160,160-19,965,818
160,160-20,965,818
160,160-21,966,819
160,160-22,966,819
160,160-23,966,819
160,160-24,966,819
160,160-25,966,819
160,160-26,966,819
160,160-27,966,819
160,160-28,967,820
160,160-29,967,820
160,160-30,967,820
161,161-1,967,820
161,161-2,967,820
161,161-3,967,820
161,161-4,967,820
161,161-5,968,821
161,161-6,968,821
161,161-7,968,821
161,161-8,968,821
161,161-9,968,821
161,161-10,968,821
161,161-11,970,822
161,161-12,970,822
161,161-13,970,822
161,161-14,970,822
161,161-15,970,822
161,161-16,970,822
161,161-17,970,822
161,161-18,971,823
161,161-19,971,823
161,161-20,971,823
161,161-21,971,823
161,161-22,971,823
161,161-23,971,823
161,161-24,971,823
161,161-25,972,824
161,161-26,972,824
161,161-27,972,824
161,161-28,972,824
161,161-29,972,824
161,161-30,972,824
162,162-1,973,825
162,162-2,973,825
162,162-3,973,825
162,162-4,973,825
162,162-5,973,825
162,162-6,973,825
162,162-7,973,825
162,162-8,974,826
162,162-9,974,826
162,162-10,974,826
162,162-11,974,826
162,162-12,974,826
162,162-13,974,826
162,162-14,974,826
162,162-15,975,827
162,162-16,975,827
162,162-17,975,827
162,162-18,975,827
162,162-19,975,827
162,162-20,975,827
162,162-21,977,828
162,162-22,977,828
162,162-23,977,828
162,162-24,977,828
162,162-25,977,828
162,162-26,977,828
162,162-27,977,828
162,162-28,978,829
162,162-29,978,829
162,162-30,978,829
163,163-1,978,829
163,163-2,978,829
163,163-3,978,829
163,163-4,978,829
163,163-5,979,830
163,163-6,979,830
163,163-7,979,830
163,163-8,979,830
163,163-9,979,830
163,163-10,979,830
163,163-11,980,831
163,163-12,980,831
163,163-13,980,831
163,163-14,980,831
163,163-15,980,831
163,163-16,980,831
163,163-17,980,831
163,163-18,982,832
163,163-19,982,832
163,163-20,982,832
163,163-21,982,832
163,163-22,982,832
163,163-23,982,832
163,163-24,982,832
163,163-25,983,833
163,163-26,983,833
163,163-27,983,833
163,163-28,983,833
163,163-29,983,833
163,163-30,983,833
164,164-1,984,834
164,164-2,984,834
164,164-3,984,834
164,164-4,984,834
164,164-5,984,834
164,164-6,984,834
164,164-7,984,834
164,164-8,985,835
164,164-9,985,835
164,164-10,985,835
164,164-11,985,835
164,164-12,985,835
164,164-13,985,835
164,164-14,985,835
164,164-15,987,836
164,164-16,987,836
164,164-17,987,836
164,164-18,987,836
164,164-19,987,836
164,164-20,987,836
164,164-21,988,837
164,164-22,988,837
164,164-23,988,837
164,164-24,988,837
164,164-25,988,837
164,164-26,988,837
164,164-27,988,837
164,164-28,989,838
164,164-29,989,838
164,164-30,989,838
165,165-1,989,838
165,165-2,989,838
165,165-3,989,838
165,165-4,989,838
165,165-5,990,839
165,165-6,990,839
165,165-7,990,839
165,165-8,990,839
165,165-9,990,839
165,165-10,990,839
165,165-11,991,840
165,165-12,991,840
165,165-13,991,840
165,165-14,991,840
165,165-15,991,840
165,165-16,991,840
165,165-17,991,840
165,165-18,992,841
165,165-19,992,841
165,165-20,992,841
165,165-21,992,841
165,165-22,992,841
165,165-23,992,841
165,165-24,992,841
165,165-25,993,842
165,165-26,993,842
165,165-27,993,842
165,165-28,993,842
165,165-29,993,842
165,165-30,993,842
166,166-1,994,843
166,166-2,994,843
166,166-3,994,843
166,166-4,994,843
166,166-5,994,843
166,166-6,994,843
166,166-7,994,843
166,166-8,995,844
166,166-9,995,844
166,166-10,995,844
166,166-11,995,844
166,166-12,995,844
166,166-13,995,844
166,166-14,995,844
166,166-15,996,845
166,166-16,996,845
166,166-17,996,845
166,166-18,996,845
166,166-19,996,845
166,166-20,996,845
166,166-21,998,846
166,166-22,998,846
166,166-23,998,846
166,166-24,998,846
166,166-25,998,846
166,166-26,998,846
166,166-27,998,846
166,166-28,999,847
166,166-29,999,847
166,166-30,999,847
167,167-1,999,847
167,167-2,999,847
167,167-3,999,847
167,167-4,999,847
167,167-5,"1,000",848
167,167-6,"1,000",848
167,167-7,"1,000",848
167,167-8,"1,000",848
167,167-9,"1,000",848
167,167-10,"1,000",848
167,167-11,"1,001",849
167,167-12,"1,001",849
167,167-13,"1,001",849
167,167-14,"1,001",849
167,167-15,"1,001",849
167,167-16,"1,001",849
167,167-17,"1,001",849
167,167-18,"1,004",850
167,167-19,"1,004",850
167,167-20,"1,004",850
167,167-21,"1,004",850
167,167-22,"1,004",850
167,167-23,"1,004",850
167,167-24,"1,004",850
167,167-25,"1,005",851
167,167-26,"1,005",851
167,167-27,"1,005",851
167,167-28,"1,005",851
167,167-29,"1,005",851
167,167-30,"1,005",851
168,168-1,"1,006",852
168,168-2,"1,006",852
168,168-3,"1,006",852
168,168-4,"1,006",852
168,168-5,"1,006",852
168,168-6,"1,006",852
168,168-7,"1,006",852
168,168-8,"1,007",853
168,168-9,"1,007",853
168,168-10,"1,007",853
168,168-11,"1,007",853
168,168-12,"1,007",853
168,168-13,"1,007",853
168,168-14,"1,007",853
168,168-15,"1,008",854
168,168-16,"1,008",854
168,168-17,"1,008",854
168,168-18,"1,008",854
168,168-19,"1,008",854
168,168-20,"1,008",854
168,168-21,"1,009",855
168,168-22,"1,009",855
168,168-23,"1,009",855
168,168-24,"1,009",855
168,168-25,"1,009",855
168,168-26,"1,009",855
168,168-27,"1,009",855
168,168-28,"1,010",856
168,168-29,"1,010",856
168,168-30,"1,010",856
169,169-1,"1,010",856
169,169-2,"1,010",856
169,169-3,"1,010",856
169,169-4,"1,010",856
169,169-5,"1,010.5",856.5
169,169-6,"1,010.5",856.5
169,169-7,"1,010.5",856.5
169,169-8,"1,010.5",856.5
169,169-9,"1,010.5",856.5
169,169-10,"1,010.5",856.5
169,169-11,"1,011",857
169,169-12,"1,011",857
169,169-13,"1,011",857
169,169-14,"1,011",857
169,169-15,"1,011",857
169,169-16,"1,011",857
169,169-17,"1,011",857
169,169-18,"1,011.5",857.5
169,169-19,"1,011.5",857.5
169,169-20,"1,011.5",857.5
169,169-21,"1,011.5",857.5
169,169-22,"1,011.5",857.5
169,169-23,"1,011.5",857.5
169,169-24,"1,011.5",857.5
169,169-25,"1,012",858
169,169-26,"1,012",858
169,169-27,"1,012",858
169,169-28,"1,012",858
169,169-29,"1,012",858
169,169-30,"1,012",858
170,170-1,"1,012.5",858.5
170,170-2,"1,012.5",858.5
170,170-3,"1,012.5",858.5
170,170-4,"1,012.5",858.5
170,170-5,"1,012.5",858.5
170,170-6,"1,012.5",858.5
170,170-7,"1,012.5",858.5
170,170-8,"1,013",859
170,170-9,"1,013",859
170,170-10,"1,013",859
170,170-11,"1,013",859
170,170-12,"1,013",859
170,170-13,"1,013",859
170,170-14,"1,013",859
170,170-15,"1,013.5",859.5
170,170-16,"1,013.5",859.5
170,170-17,"1,013.5",859.5
170,170-18,"1,013.5",859.5
170,170-19,"1,013.5",859.5
170,170-20,"1,013.5",859.5
170,170-21,"1,014.5",860
170,170-22,"1,014.5",860
170,170-23,"1,014.5",860
170,170-24,"1,014.5",860
170,170-25,"1,014.5",860
170,170-26,"1,014.5",860
170,170-27,"1,014.5",860
170,170-28,"1,015.5",860.5
170,170-29,"1,015.5",860.5
170,170-30,"1,015.5",860.5
171,171-1,"1,015.5",860.5
171,171-2,"1,015.5",860.5
171,171-3,"1,015.5",860.5
171,171-4,"1,015.5",860.5
171,171-5,"1,016",861
171,171-6,"1,016",861
171,171-7,"1,016",861
171,171-8,"1,016",861
171,171-9,"1,016",861
171,171-10,"1,016",861
171,171-11,"1,016.5",861.5
171,171-12,"1,016.5",861.5
171,171-13,"1,016.5",861.5
171,171-14,"1,016.5",861.5
171,171-15,"1,016.5",861.5
171,171-16,"1,016.5",861.5
171,171-17,"1,016.5",861.5
171,171-18,"1,017",862
171,171-19,"1,017",862
171,171-20,"1,017",862
171,171-21,"1,017",862
171,171-22,"1,017",862
171,171-23,"1,017",862
171,171-24,"1,017",862
171,171-25,"1,018",862.5
171,171-26,"1,018",862.5
171,171-27,"1,018",862.5
171,171-28,"1,018",862.5
171,171-29,"1,018",862.5
171,171-30,"1,018",862.5
172,172-1,"1,018.5",863
172,172-2,"1,018.5",863
172,172-3,"1,018.5",863
172,172-4,"1,018.5",863
172,172-5,"1,018.5",863
172,172-6,"1,018.5",863
172,172-7,"1,018.5",863
172,172-8,"1,019",863.5
172,172-9,"1,019",863.5
172,172-10,"1,019",863.5
172,172-11,"1,019",863.5
172,172-12,"1,019",863.5
172,172-13,"1,019",863.5
172,172-14,"1,019",863.5
172,172-15,"1,019.5",864
172,172-16,"1,019.5",864
172,172-17,"1,019.5",864
172,172-18,"1,019.5",864
172,172-19,"1,019.5",864
172,172-20,"1,019.5",864
172,172-21,"1,020",864.5
172,172-22,"1,020",864.5
172,172-23,"1,020",864.5
172,172-24,"1,020",864.5
172,172-25,"1,020",864.5
172,172-26,"1,020",864.5
172,172-27,"1,020",864.5
172,172-28,"1,020.4",865
172,172-29,"1,020.4",865
172,172-30,"1,020.4",865
173,173-1,"1,020.4",865
173,173-2,"1,020.4",865
173,173-3,"1,020.4",865
173,173-4,"1,020.4",865
173,173-5,"1,020.9",865.4
173,173-6,"1,020.9",865.4
173,173-7,"1,020.9",865.4
173,173-8,"1,020.9",865.4
173,173-9,"1,020.9",865.4
173,173-10,"1,020.9",865.4
173,173-11,"1,021.4",865.9
173,173-12,"1,021.4",865.9
173,173-13,"1,021.4",865.9
173,173-14,"1,021.4",865.9
173,173-15,"1,021.4",865.9
173,173-16,"1,021.4",865.9
173,173-17,"1,021.4",865.9
173,173-18,"1,021.9",866.4
173,173-19,"1,021.9",866.4
173,173-20,"1,021.9",866.4
173,173-21,"1,021.9",866.4
173,173-22,"1,021.9",866.4
173,173-23,"1,021.9",866.4
173,173-24,"1,021.9",866.4
173,173-25,"1,022.4",866.9
173,173-26,"1,022.4",866.9
173,173-27,"1,022.4",866.9
173,173-28,"1,022.4",866.9
173,173-29,"1,022.4",866.9
173,173-30,"1,022.4",866.9
174,174-1,"1,023.4",867.4
174,174-2,"1,023.4",867.4
174,174-3,"1,023.4",867.4
174,174-4,"1,023.4",867.4
174,174-5,"1,023.4",867.4
174,174-6,"1,023.4",867.4
174,174-7,"1,023.4",867.4
174,174-8,"1,023.9",867.9
174,174-9,"1,023.9",867.9
174,174-10,"1,023.9",867.9
174,174-11,"1,023.9",867.9
174,174-12,"1,023.9",867.9
174,174-13,"1,023.9",867.9
174,174-14,"1,023.9",867.9
174,174-15,"1,024.9",868.4
174,174-16,"1,024.9",868.4
174,174-17,"1,024.9",868.4
174,174-18,"1,024.9",868.4
174,174-19,"1,024.9",868.4
174,174-20,"1,024.9",868.4
174,174-21,"1,025.4",868.9
174,174-22,"1,025.4",868.9
174,174-23,"1,025.4",868.9
174,174-24,"1,025.4",868.9
174,174-25,"1,025.4",868.9
174,174-26,"1,025.4",868.9
174,174-27,"1,025.4",868.9
174,174-28,"1,025.9",869.4
174,174-29,"1,025.9",869.4
174,174-30,"1,025.9",869.4
175,175-1,"1,025.9",869.4
175,175-2,"1,025.9",869.4
175,175-3,"1,025.9",869.4
175,175-4,"1,025.9",869.4
175,175-5,"1,026.4",869.9
175,175-6,"1,026.4",869.9
175,175-7,"1,026.4",869.9
175,175-8,"1,026.4",869.9
175,175-9,"1,026.4",869.9
175,175-10,"1,026.4",869.9
175,175-11,"1,026.9",870.4
175,175-12,"1,026.9",870.4
175,175-13,"1,026.9",870.4
175,175-14,"1,026.9",870.4
175,175-15,"1,026.9",870.4
175,175-16,"1,026.9",870.4
175,175-17,"1,026.9",870.4
175,175-18,"1,027.4",870.9
175,175-19,"1,027.4",870.9
175,175-20,"1,027.4",870.9
175,175-21,"1,027.4",870.9
175,175-22,"1,027.4",870.9
175,175-23,"1,027.4",870.9
175,175-24,"1,027.4",870.9
175,175-25,"1,027.8",871.4
175,175-26,"1,027.8",871.4
175,175-27,"1,027.8",871.4
175,175-28,"1,027.8",871.4
175,175-29,"1,027.8",871.4
175,175-30,"1,027.8",871.4
176,176-1,"1,028.8",871.9
176,176-2,"1,028.8",871.9
176,176-3,"1,028.8",871.9
176,176-4,"1,028.8",871.9
176,176-5,"1,028.8",871.9
176,176-6,"1,028.8",871.9
176,176-7,"1,028.8",871.9
176,176-8,"1,029.3",872.3
176,176-9,"1,029.3",872.3
176,176-10,"1,029.3",872.3
176,176-11,"1,029.3",872.3
176,176-12,"1,029.3",872.3
176,176-13,"1,029.3",872.3
176,176-14,"1,029.3",872.3
176,176-15,"1,029.8",872.8
176,176-16,"1,029.8",872.8
176,176-17,"1,029.8",872.8
176,176-18,"1,029.8",872.8
176,176-19,"1,029.8",872.8
176,176-20,"1,029.8",872.8
176,176-21,"1,030.3",873.3
176,176-22,"1,030.3",873.3
176,176-23,"1,030.3",873.3
176,176-24,"1,030.3",873.3
176,176-25,"1,030.3",873.3
176,176-26,"1,030.3",873.3
176,176-27,"1,030.3",873.3
176,176-28,"1,030.8",873.8
176,176-29,"1,030.8",873.8
176,176-30,"1,030.8",873.8
177,177-1,"1,030.8",873.8
177,177-2,"1,030.8",873.8
177,177-3,"1,030.8",873.8
177,177-4,"1,030.8",873.8
177,177-5,"1,031.8",874.3
177,177-6,"1,031.8",874.3
177,177-7,"1,031.8",874.3
177,177-8,"1,031.8",874.3
177,177-9,"1,031.8",874.3
177,177-10,"1,031.8",874.3
177,177-11,"1,032.3",874.8
177,177-12,"1,032.3",874.8
177,177-13,"1,032.3",874.8
177,177-14,"1,032.3",874.8
177,177-15,"1,032.3",874.8
177,177-16,"1,032.3",874.8
177,177-17,"1,032.3",874.8
177,177-18,"1,032.7",875.3
177,177-19,"1,032.7",875.3
177,177-20,"1,032.7",875.3
177,177-21,"1,032.7",875.3
177,177-22,"1,032.7",875.3
177,177-23,"1,032.7",875.3
177,177-24,"1,032.7",875.3
177,177-25,"1,033.2",875.8
177,177-26,"1,033.2",875.8
177,177-27,"1,033.2",875.8
177,177-28,"1,033.2",875.8
177,177-29,"1,033.2",875.8
177,177-30,"1,033.2",875.8
178,178-1,"1,033.7",876.3
178,178-2,"1,033.7",876.3
178,178-3,"1,033.7",876.3
178,178-4,"1,033.7",876.3
178,178-5,"1,033.7",876.3
178,178-6,"1,033.7",876.3
178,178-7,"1,033.7",876.3
