챕터,스테이지,55% 적정투력,75% 적정투력,100% 적정투력,120% 적정투력
194,194-20,248M 916K,331M 888K,414M 860K,497M 832K
194,194-21,249M 157K,332M 209K,415M 261K,498M 313K
194,194-22,249M 397K,332M 530K,415M 662K,498M 794K
194,194-23,249M 638K,332M 851K,416M 64K,499M 276K
194,194-24,249M 880K,333M 173K,416M 466K,499M 759K
194,194-25,250M 121K,333M 495K,416M 868K,500M 242K
194,194-26,250M 363K,333M 817K,417M 271K,500M 725K
194,194-27,250M 605K,334M 139K,417M 674K,501M 209K
194,194-28,250M 847K,334M 462K,418M 78K,501M 693K
194,194-29,251M 89K,334M 786K,418M 482K,502M 178K
194,194-30,251M 332K,335M 109K,418M 886K,502M 663K
195,195-1,251M 575K,335M 433K,419M 291K,503M 149K
195,195-2,251M 818K,335M 757K,419M 696K,503M 635K
195,195-3,252M 61K,336M 81K,420M 102K,504M 122K
195,195-4,252M 305K,336M 406K,420M 508K,504M 609K
195,195-5,252M 549K,336M 731K,420M 914K,505M 97K
195,195-6,252M 793K,337M 57K,421M 321K,505M 585K
195,195-7,253M 37K,337M 382K,421M 728K,506M 73K
195,195-8,253M 281K,337M 708K,422M 135K,506M 562K
195,195-9,253M 526K,338M 35K,422M 543K,507M 52K
195,195-10,253M 771K,338M 361K,422M 952K,507M 542K
195,195-11,254M 16K,338M 688K,423M 360K,508M 32K
195,195-12,254M 262K,339M 16K,423M 770K,508M 523K
195,195-13,254M 508K,339M 343K,424M 179K,509M 15K
195,195-14,254M 754K,339M 671K,424M 589K,509M 507K
195,195-15,255M,339M 999K,424M 999K,509M 999K
195,195-16,255M 246K,340M 328K,425M 410K,510M 492K
195,195-17,255M 493K,340M 657K,425M 821K,510M 985K
195,195-18,255M 740K,340M 986K,426M 233K,511M 479K
195,195-19,255M 987K,341M 316K,426M 644K,511M 973K
195,195-20,256M 234K,341M 645K,427M 57K,512M 468K
195,195-21,256M 482K,341M 976K,427M 469K,512M 963K
195,195-22,256M 730K,342M 306K,427M 882K,513M 459K
195,195-23,256M 978K,342M 637K,428M 296K,513M 955K
195,195-24,257M 226K,342M 968K,428M 710K,514M 452K
195,195-25,257M 475K,343M 299K,429M 124K,514M 949K
195,195-26,257M 723K,343M 631K,429M 539K,515M 446K
195,195-27,257M 972K,343M 963K,429M 954K,515M 944K
195,195-28,258M 222K,344M 296K,430M 369K,516M 443K
195,195-29,258M 471K,344M 628K,430M 785K,516M 942K
195,195-30,258M 721K,344M 961K,431M 201K,517M 442K
196,196-1,258M 971K,345M 295K,431M 618K,517M 942K
196,196-2,259M 221K,345M 628K,432M 35K,518M 442K
196,196-3,259M 472K,345M 962K,432M 453K,518M 943K
196,196-4,259M 723K,346M 297K,432M 871K,519M 445K
196,196-5,259M 974K,346M 631K,433M 289K,519M 947K
196,196-6,260M 225K,346M 966K,433M 708K,520M 449K
196,196-7,260M 476K,347M 301K,434M 127K,520M 952K
196,196-8,260M 728K,347M 637K,434M 546K,521M 455K
196,196-9,260M 980K,347M 973K,434M 966K,521M 959K
196,196-10,261M 232K,348M 309K,435M 386K,522M 464K
196,196-11,261M 485K,348M 646K,435M 807K,522M 969K
196,196-12,261M 737K,348M 983K,436M 228K,523M 474K
196,196-13,261M 990K,349M 320K,436M 650K,523M 980K
196,196-14,262M 243K,349M 658K,437M 72K,524M 486K
196,196-15,262M 497K,349M 995K,437M 494K,524M 993K
196,196-16,262M 750K,350M 334K,437M 917K,525M 500K
196,196-17,263M 4K,350M 672K,438M 340K,526M 8K
196,196-18,263M 258K,351M 11K,438M 764K,526M 516K
196,196-19,263M 513K,351M 350K,439M 188K,527M 25K
196,196-20,263M 767K,351M 690K,439M 612K,527M 534K
196,196-21,264M 22K,352M 30K,440M 37K,528M 44K
196,196-22,264M 277K,352M 370K,440M 462K,528M 554K
196,196-23,264M 533K,352M 710K,440M 888K,529M 65K
196,196-24,264M 789K,353M 51K,441M 314K,529M 577K
196,196-25,265M 44K,353M 392K,441M 740K,530M 88K
196,196-26,265M 300K,353M 734K,442M 167K,530M 600K
196,196-27,265M 557K,354M 76K,442M 594K,531M 113K
196,196-28,265M 813K,354M 418K,443M 22K,531M 626K
196,196-29,266M 70K,354M 760K,443M 450K,532M 140K
196,196-30,266M 327K,355M 103K,443M 879K,532M 654K
197,197-1,266M 585K,355M 446K,444M 308K,533M 169K
197,197-2,266M 842K,355M 790K,444M 737K,533M 684K
197,197-3,267M 100K,356M 134K,445M 167K,534M 200K
197,197-4,267M 358K,356M 478K,445M 597K,534M 716K
197,197-5,267M 617K,356M 822K,446M 28K,535M 233K
197,197-6,267M 875K,357M 167K,446M 459K,535M 750K
197,197-7,268M 134K,357M 512K,446M 890K,536M 268K
197,197-8,268M 393K,357M 858K,447M 322K,536M 786K
197,197-9,268M 653K,358M 203K,447M 754K,537M 305K
197,197-10,268M 912K,358M 550K,448M 187K,537M 824K
197,197-11,269M 172K,358M 896K,448M 620K,538M 344K
197,197-12,269M 432K,359M 243K,449M 53K,538M 864K
197,197-13,269M 693K,359M 590K,449M 487K,539M 385K
197,197-14,269M 953K,359M 937K,449M 922K,539M 906K
197,197-15,270M 214K,360M 285K,450M 357K,540M 428K
197,197-16,270M 475K,360M 633K,450M 792K,540M 950K
197,197-17,270M 737K,360M 982K,451M 227K,541M 473K
197,197-18,270M 998K,361M 331K,451M 663K,541M 996K
197,197-19,271M 260K,361M 680K,452M 100K,542M 520K
197,197-20,271M 522K,362M 29K,452M 537K,543M 44K
197,197-21,271M 785K,362M 379K,452M 974K,543M 569K
197,197-22,272M 47K,362M 729K,453M 412K,544M 94K
197,197-23,272M 310K,363M 80K,453M 850K,544M 620K
197,197-24,272M 573K,363M 431K,454M 288K,545M 146K
197,197-25,272M 837K,363M 782K,454M 727K,545M 673K
197,197-26,273M 100K,364M 134K,455M 167K,546M 200K
197,197-27,273M 364K,364M 485K,455M 607K,546M 728K
197,197-28,273M 628K,364M 838K,456M 47K,547M 256K
197,197-29,273M 893K,365M 190K,456M 488K,547M 785K
197,197-30,274M 157K,365M 543K,456M 929K,548M 314K
198,198-1,274M 422K,365M 896K,457M 370K,548M 844K
198,198-2,274M 688K,366M 250K,457M 812K,549M 375K
198,198-3,274M 953K,366M 604K,458M 255K,549M 906K
198,198-4,275M 219K,366M 958K,458M 698K,550M 437K
198,198-5,275M 485K,367M 313K,459M 141K,550M 969K
198,198-6,275M 751K,367M 668K,459M 584K,551M 501K
198,198-7,276M 17K,368M 23K,460M 29K,552M 34K
198,198-8,276M 284K,368M 379K,460M 473K,552M 568K
198,198-9,276M 551K,368M 735K,460M 918K,553M 102K
198,198-10,276M 818K,369M 91K,461M 364K,553M 636K
198,198-11,277M 86K,369M 448K,461M 809K,554M 171K
198,198-12,277M 354K,369M 805K,462M 256K,554M 707K
198,198-13,277M 622K,370M 162K,462M 702K,555M 243K
198,198-14,277M 890K,370M 520K,463M 149K,555M 779K
198,198-15,278M 158K,370M 878K,463M 597K,556M 316K
198,198-16,278M 427K,371M 236K,464M 45K,556M 854K
198,198-17,278M 696K,371M 595K,464M 493K,557M 392K
198,198-18,278M 966K,371M 954K,464M 942K,557M 931K
198,198-19,279M 235K,372M 313K,465M 392K,558M 470K
198,198-20,279M 505K,372M 673K,465M 841K,559M 9K
198,198-21,279M 775K,373M 33K,466M 291K,559M 550K
198,198-22,280M 45K,373M 394K,466M 742K,560M 90K
198,198-23,280M 316K,373M 755K,467M 193K,560M 632K
198,198-24,280M 587K,374M 116K,467M 645K,561M 173K
198,198-25,280M 858K,374M 477K,468M 96K,561M 716K
198,198-26,281M 129K,374M 839K,468M 549K,562M 258K
198,198-27,281M 401K,375M 201K,469M 2K,562M 802K
198,198-28,281M 673K,375M 564K,469M 455K,563M 346K
198,198-29,281M 945K,375M 927K,469M 908K,563M 890K
198,198-30,282M 218K,376M 290K,470M 362K,564M 435K
199,199-1,282M 490K,376M 654K,470M 817K,564M 980K
199,199-2,282M 763K,377M 18K,471M 272K,565M 526K
199,199-3,283M 37K,377M 382K,471M 727K,566M 73K
199,199-4,283M 310K,377M 747K,472M 183K,566M 620K
199,199-5,283M 584K,378M 112K,472M 640K,567M 167K
199,199-6,283M 858K,378M 477K,473M 96K,567M 715K
199,199-7,284M 132K,378M 843K,473M 553K,568M 264K
199,199-8,284M 407K,379M 209K,474M 11K,568M 813K
199,199-9,284M 682K,379M 575K,474M 469K,569M 363K
199,199-10,284M 957K,379M 942K,474M 928K,569M 913K
199,199-11,285M 232K,380M 309K,475M 387K,570M 464K
199,199-12,285M 508K,380M 677K,475M 846K,571M 15K
199,199-13,285M 784K,381M 45K,476M 306K,571M 567K
199,199-14,286M 60K,381M 413K,476M 766K,572M 119K
199,199-15,286M 336K,381M 781K,477M 227K,572M 672K
199,199-16,286M 613K,382M 150K,477M 688K,573M 225K
199,199-17,286M 890K,382M 520K,478M 149K,573M 779K
199,199-18,287M 167K,382M 889K,478M 612K,574M 334K
199,199-19,287M 445K,383M 259K,479M 74K,574M 889K
199,199-20,287M 722K,383M 630K,479M 537K,575M 444K
199,199-21,288M,384M,480M,576M
199,199-22,288M 279K,384M 371K,480M 464K,576M 557K
199,199-23,288M 557K,384M 743K,480M 929K,577M 114K
199,199-24,288M 836K,385M 115K,481M 393K,577M 672K
199,199-25,289M 115K,385M 487K,481M 858K,578M 230K
199,199-26,289M 395K,385M 859K,482M 324K,578M 789K
199,199-27,289M 674K,386M 232K,482M 790K,579M 348K
199,199-28,289M 954K,386M 605K,483M 257K,579M 908K
199,199-29,290M 234K,386M 979K,483M 724K,580M 468K
199,199-30,290M 515K,387M 353K,484M 191K,581M 29K
200,200-1,290M 796K,387M 727K,484M 659K,581M 591K
200,200-2,291M 77K,388M 102K,485M 127K,582M 153K
200,200-3,291M 358K,388M 477K,485M 596K,582M 715K
200,200-4,291M 639K,388M 852K,486M 65K,583M 278K
200,200-5,291M 921K,389M 228K,486M 535K,583M 842K
200,200-6,292M 203K,389M 604K,487M 5K,584M 406K
200,200-7,292M 486K,389M 981K,487M 476K,584M 971K
200,200-8,292M 768K,390M 358K,487M 947K,585M 536K
200,200-9,293M 51K,390M 735K,488M 418K,586M 102K
200,200-10,293M 334K,391M 112K,488M 890K,586M 668K
200,200-11,293M 618K,391M 490K,489M 363K,587M 235K
200,200-12,293M 902K,391M 869K,489M 836K,587M 803K
200,200-13,294M 186K,392M 247K,490M 309K,588M 371K
200,200-14,294M 470K,392M 626K,490M 783K,588M 939K
200,200-15,294M 755K,393M 6K,491M 257K,589M 509K
200,200-16,295M 39K,393M 386K,491M 732K,590M 78K
200,200-17,295M 324K,393M 766K,492M 207K,590M 648K
200,200-18,295M 610K,394M 146K,492M 683K,591M 219K
200,200-19,295M 895K,394M 527K,493M 159K,591M 790K
200,200-20,296M 181K,394M 908K,493M 635K,592M 362K
200,200-21,296M 468K,395M 290K,494M 112K,592M 935K
200,200-22,296M 754K,395M 672K,494M 590K,593M 508K
200,200-23,297M 41K,396M 54K,495M 68K,594M 81K
200,200-24,297M 328K,396M 437K,495M 546K,594M 655K
200,200-25,297M 615K,396M 820K,496M 25K,595M 230K
200,200-26,297M 903K,397M 204K,496M 504K,595M 805K
200,200-27,298M 191K,397M 587K,496M 984K,596M 381K
200,200-28,298M 479K,397M 972K,497M 464K,596M 957K
200,200-29,298M 767K,398M 356K,497M 945K,597M 534K
200,200-30,299M 56K,398M 741K,498M 426K,598M 111K
201,201-1,299M 345K,399M 126K,498M 908K,598M 689K
201,201-2,299M 634K,399M 512K,499M 390K,599M 268K
201,201-3,299M 924K,399M 898K,499M 873K,599M 847K
201,201-4,300M 214K,400M 285K,500M 356K,600M 427K
201,201-5,300M 504K,400M 671K,500M 839K,601M 7K
201,201-6,300M 794K,401M 59K,501M 323K,601M 588K
201,201-7,301M 85K,401M 446K,501M 808K,602M 169K
201,201-8,301M 376K,401M 834K,502M 293K,602M 751K
201,201-9,301M 667K,402M 222K,502M 778K,603M 333K
201,201-10,301M 958K,402M 611K,503M 264K,603M 916K
201,201-11,302M 250K,403M,503M 750K,604M 500K
201,201-12,302M 542K,403M 390K,504M 237K,605M 84K
201,201-13,302M 835K,403M 779K,504M 724K,605M 669K
201,201-14,303M 127K,404M 170K,505M 212K,606M 254K
201,201-15,303M 420K,404M 560K,505M 700K,606M 840K
201,201-16,303M 713K,404M 951K,506M 189K,607M 426K
201,201-17,304M 7K,405M 342K,506M 678K,608M 13K
201,201-18,304M 301K,405M 734K,507M 168K,608M 601K
201,201-19,304M 595K,406M 126K,507M 658K,609M 189K
201,201-20,304M 889K,406M 519K,508M 148K,609M 778K
201,201-21,305M 184K,406M 912K,508M 639K,610M 367K
201,201-22,305M 479K,407M 305K,509M 131K,610M 957K
201,201-23,305M 774K,407M 698K,509M 623K,611M 547K
201,201-24,306M 69K,408M 92K,510M 115K,612M 138K
201,201-25,306M 365K,408M 487K,510M 608K,612M 730K
201,201-26,306M 661K,408M 881K,511M 102K,613M 322K
201,201-27,306M 957K,409M 276K,511M 595K,613M 914K
201,201-28,307M 254K,409M 672K,512M 90K,614M 508K
201,201-29,307M 551K,410M 68K,512M 585K,615M 102K
201,201-30,307M 848K,410M 464K,513M 80K,615M 696K
202,202-1,308M 146K,410M 861K,513M 576K,616M 291K
202,202-2,308M 443K,411M 258K,514M 72K,616M 886K
202,202-3,308M 742K,411M 655K,514M 569K,617M 483K
202,202-4,309M 40K,412M 53K,515M 66K,618M 79K
202,202-5,309M 339K,412M 451K,515M 564K,618M 677K
202,202-6,309M 637K,412M 850K,516M 62K,619M 274K
202,202-7,309M 937K,413M 249K,516M 561K,619M 873K
202,202-8,310M 236K,413M 648K,517M 60K,620M 472K
202,202-9,310M 536K,414M 48K,517M 560K,621M 71K
202,202-10,310M 836K,414M 448K,518M 60K,621M 672K
202,202-11,311M 136K,414M 848K,518M 560K,622M 272K
202,202-12,311M 437K,415M 249K,519M 61K,622M 874K
202,202-13,311M 738K,415M 651K,519M 563K,623M 476K
202,202-14,312M 39K,416M 52K,520M 65K,624M 78K
202,202-15,312M 341K,416M 454K,520M 568K,624M 681K
202,202-16,312M 643K,416M 857K,521M 71K,625M 285K
202,202-17,312M 945K,417M 260K,521M 574K,625M 889K
202,202-18,313M 247K,417M 663K,522M 78K,626M 494K
202,202-19,313M 550K,418M 66K,522M 583K,627M 99K
202,202-20,313M 853K,418M 470K,523M 88K,627M 705K
202,202-21,314M 156K,418M 875K,523M 593K,628M 312K
202,202-22,314M 460K,419M 279K,524M 99K,628M 919K
202,202-23,314M 764K,419M 685K,524M 606K,629M 527K
202,202-24,315M 68K,420M 90K,525M 113K,630M 135K
202,202-25,315M 372K,420M 496K,525M 620K,630M 744K
202,202-26,315M 677K,420M 902K,526M 128K,631M 353K
202,202-27,315M 982K,421M 309K,526M 636K,631M 964K
202,202-28,316M 287K,421M 716K,527M 145K,632M 574K
202,202-29,316M 593K,422M 124K,527M 655K,633M 186K
202,202-30,316M 899K,422M 532K,528M 165K,633M 797K
203,203-1,317M 205K,422M 940K,528M 675K,634M 410K
203,203-2,317M 512K,423M 349K,529M 186K,635M 23K
203,203-3,317M 819K,423M 758K,529M 697K,635M 637K
203,203-4,318M 126K,424M 167K,530M 209K,636M 251K
203,203-5,318M 433K,424M 577K,530M 721K,636M 866K
203,203-6,318M 741K,424M 988K,531M 234K,637M 481K
203,203-7,319M 49K,425M 398K,531M 748K,638M 97K
203,203-8,319M 357K,425M 809K,532M 261K,638M 714K
203,203-9,319M 666K,426M 221K,532M 776K,639M 331K
203,203-10,319M 975K,426M 633K,533M 291K,639M 949K
203,203-11,320M 284K,427M 45K,533M 806K,640M 567K
203,203-12,320M 593K,427M 458K,534M 322K,641M 186K
203,203-13,320M 903K,427M 871K,534M 838K,641M 806K
203,203-14,321M 213K,428M 284K,535M 355K,642M 426K
203,203-15,321M 524K,428M 698K,535M 872K,643M 47K
203,203-16,321M 834K,429M 112K,536M 390K,643M 668K
203,203-17,322M 145K,429M 527K,536M 909K,644M 290K
203,203-18,322M 457K,429M 942K,537M 427K,644M 913K
203,203-19,322M 768K,430M 357K,537M 947K,645M 536K
203,203-20,323M 80K,430M 773K,538M 467K,646M 160K
203,203-21,323M 392K,431M 190K,538M 987K,646M 784K
203,203-22,323M 705K,431M 606K,539M 508K,647M 409K
203,203-23,324M 18K,432M 23K,540M 29K,648M 35K
203,203-24,324M 331K,432M 441K,540M 551K,648M 661K
203,203-25,324M 644K,432M 859K,541M 73K,649M 288K
203,203-26,324M 958K,433M 277K,541M 596K,649M 915K
203,203-27,325M 272K,433M 696K,542M 119K,650M 543K
203,203-28,325M 586K,434M 115K,542M 643K,651M 172K
203,203-29,325M 901K,434M 534K,543M 168K,651M 801K
203,203-30,326M 216K,434M 954K,543M 693K,652M 431K
204,204-1,326M 531K,435M 374K,544M 218K,653M 61K
204,204-2,326M 847K,435M 795K,544M 744K,653M 693K
204,204-3,327M 162K,436M 216K,545M 270K,654M 324K
204,204-4,327M 479K,436M 638K,545M 797K,654M 957K
204,204-5,327M 795K,437M 60K,546M 325K,655M 589K
204,204-6,328M 112K,437M 482K,546M 853K,656M 223K
204,204-7,328M 429K,437M 905K,547M 381K,656M 857K
204,204-8,328M 746K,438M 328K,547M 910K,657M 492K
204,204-9,329M 64K,438M 752K,548M 439K,658M 127K
204,204-10,329M 382K,439M 176K,548M 969K,658M 763K
204,204-11,329M 700K,439M 600K,549M 500K,659M 400K
204,204-12,330M 19K,440M 25K,550M 31K,660M 37K
204,204-13,330M 338K,440M 450K,550M 562K,660M 675K
204,204-14,330M 657K,440M 876K,551M 94K,661M 313K
204,204-15,330M 976K,441M 302K,551M 627K,661M 952K
204,204-16,331M 296K,441M 728K,552M 160K,662M 592K
204,204-17,331M 616K,442M 155K,552M 694K,663M 232K
204,204-18,331M 937K,442M 582K,553M 228K,663M 873K
204,204-19,332M 258K,443M 10K,553M 762K,664M 515K
204,204-20,332M 579K,443M 438K,554M 297K,665M 157K
204,204-21,332M 900K,443M 867K,554M 833K,665M 800K
204,204-22,333M 222K,444M 295K,555M 369K,666M 443K
204,204-23,333M 544K,444M 725K,555M 906K,667M 87K
204,204-24,333M 866K,445M 155K,556M 443K,667M 732K
204,204-25,334M 189K,445M 585K,556M 981K,668M 377K
204,204-26,334M 512K,446M 15K,557M 519K,669M 23K
204,204-27,334M 835K,446M 446K,558M 58K,669M 669K
204,204-28,335M 158K,446M 878K,558M 597K,670M 316K
204,204-29,335M 482K,447M 310K,559M 137K,670M 964K
204,204-30,335M 806K,447M 742K,559M 677K,671M 612K
205,205-1,336M 131K,448M 174K,560M 218K,672M 261K
205,205-2,336M 456K,448M 608K,560M 759K,672M 911K
205,205-3,336M 781K,449M 41K,561M 301K,673M 561K
205,205-4,337M 106K,449M 475K,561M 844K,674M 212K
205,205-5,337M 432K,449M 909K,562M 387K,674M 864K
205,205-6,337M 758K,450M 344K,562M 930K,675M 516K
205,205-7,338M 85K,450M 779K,563M 474K,676M 169K
205,205-8,338M 411K,451M 215K,564M 19K,676M 822K
205,205-9,338M 738K,451M 651K,564M 564K,677M 476K
205,205-10,339M 66K,452M 87K,565M 109K,678M 131K
205,205-11,339M 393K,452M 524K,565M 655K,678M 786K
205,205-12,339M 721K,452M 962K,566M 202K,679M 442K
205,205-13,340M 50K,453M 399K,566M 749K,680M 99K
205,205-14,340M 378K,453M 837K,567M 297K,680M 756K
205,205-15,340M 707K,454M 276K,567M 845K,681M 414K
205,205-16,341M 36K,454M 715K,568M 394K,682M 72K
205,205-17,341M 366K,455M 154K,568M 943K,682M 731K
205,205-18,341M 696K,455M 594K,569M 493K,683M 391K
205,205-19,342M 26K,456M 34K,570M 43K,684M 51K
205,205-20,342M 356K,456M 475K,570M 594K,684M 712K
205,205-21,342M 687K,456M 916K,571M 145K,685M 374K
205,205-22,343M 18K,457M 358K,571M 697K,686M 36K
205,205-23,343M 350K,457M 800K,572M 250K,686M 699K
205,205-24,343M 682K,458M 242K,572M 802K,687M 363K
205,205-25,344M 14K,458M 685K,573M 356K,688M 27K
205,205-26,344M 346K,459M 128K,573M 910K,688M 692K
205,205-27,344M 679K,459M 572K,574M 465K,689M 357K
205,205-28,345M 12K,460M 16K,575M 20K,690M 24K
205,205-29,345M 345K,460M 460K,575M 575K,690M 690K
205,205-30,345M 679K,460M 905K,576M 132K,691M 358K
206,206-1,346M 13K,461M 351K,576M 688K,692M 26K
206,206-2,346M 348K,461M 797K,577M 246K,692M 695K
206,206-3,346M 682K,462M 243K,577M 803K,693M 364K
206,206-4,347M 17K,462M 690K,578M 362K,694M 34K
206,206-5,347M 353K,463M 137K,578M 921K,694M 705K
206,206-6,347M 688K,463M 584K,579M 480K,695M 376K
206,206-7,348M 24K,464M 32K,580M 40K,696M 48K
206,206-8,348M 361K,464M 481K,580M 601K,696M 721K
206,206-9,348M 697K,464M 929K,581M 162K,697M 394K
206,206-10,349M 34K,465M 379K,581M 723K,698M 68K
206,206-11,349M 371K,465M 828K,582M 285K,698M 742K
206,206-12,349M 709K,466M 279K,582M 848K,699M 418K
206,206-13,350M 47K,466M 729K,583M 411K,700M 94K
206,206-14,350M 385K,467M 180K,583M 975K,700M 770K
206,206-15,350M 724K,467M 632K,584M 539K,701M 447K
206,206-16,351M 63K,468M 84K,585M 104K,702M 125K
206,206-17,351M 402K,468M 536K,585M 670K,702M 804K
206,206-18,351M 742K,468M 989K,586M 236K,703M 483K
206,206-19,352M 81K,469M 442K,586M 802K,704M 162K
206,206-20,352M 422K,469M 895K,587M 369K,704M 843K
206,206-21,352M 762K,470M 350K,587M 937K,705M 524K
206,206-22,353M 103K,470M 804K,588M 505K,706M 206K
206,206-23,353M 444K,471M 259K,589M 74K,706M 888K
206,206-24,353M 786K,471M 714K,589M 643K,707M 571K
206,206-25,354M 128K,472M 170K,590M 213K,708M 255K
206,206-26,354M 470K,472M 627K,590M 783K,708M 940K
206,206-27,354M 813K,473M 83K,591M 354K,709M 625K
206,206-28,355M 155K,473M 540K,591M 925K,710M 310K
206,206-29,355M 499K,473M 998K,592M 497K,710M 997K
206,206-30,355M 842K,474M 456K,593M 70K,711M 684K
207,207-1,356M 186K,474M 915K,593M 643K,712M 372K
207,207-2,356M 530K,475M 373K,594M 217K,713M 60K
207,207-3,356M 875K,475M 833K,594M 791K,713M 749K
207,207-4,357M 220K,476M 293K,595M 366K,714M 439K
207,207-5,357M 565K,476M 753K,595M 941K,715M 129K
207,207-6,357M 910K,477M 214K,596M 517K,715M 820K
207,207-7,358M 256K,477M 675K,597M 93K,716M 512K
207,207-8,358M 602K,478M 136K,597M 670K,717M 204K
207,207-9,358M 949K,478M 598K,598M 248K,717M 897K
207,207-10,359M 296K,479M 61K,598M 826K,718M 591K
207,207-11,359M 643K,479M 524K,599M 405K,719M 285K
207,207-12,359M 991K,479M 987K,599M 984K,719M 981K
207,207-13,360M 338K,480M 451K,600M 564K,720M 676K
207,207-14,360M 687K,480M 915K,601M 144K,721M 373K
207,207-15,361M 35K,481M 380K,601M 725K,722M 70K
207,207-16,361M 384K,481M 845K,602M 306K,722M 768K
207,207-17,361M 733K,482M 311K,602M 888K,723M 466K
207,207-18,362M 83K,482M 777K,603M 471K,724M 165K
207,207-19,362M 433K,483M 243K,604M 54K,724M 865K
207,207-20,362M 783K,483M 710K,604M 638K,725M 565K
207,207-21,363M 133K,484M 178K,605M 222K,726M 266K
207,207-22,363M 484K,484M 646K,605M 807K,726M 968K
207,207-23,363M 836K,485M 114K,606M 392K,727M 671K
207,207-24,364M 187K,485M 583K,606M 978K,728M 374K
207,207-25,364M 539K,486M 52K,607M 565K,729M 78K
207,207-26,364M 891K,486M 522K,608M 152K,729M 782K
207,207-27,365M 244K,486M 992K,608M 740K,730M 488K
207,207-28,365M 597K,487M 462K,609M 328K,731M 193K
207,207-29,365M 950K,487M 934K,609M 917K,731M 900K
207,207-30,366M 304K,488M 405K,610M 506K,732M 607K
208,208-1,366M 658K,488M 877K,611M 96K,733M 315K
208,208-2,367M 12K,489M 349K,611M 687K,734M 24K
208,208-3,367M 367K,489M 822K,612M 278K,734M 733K
208,208-4,367M 722K,490M 296K,612M 869K,735M 443K
208,208-5,368M 77K,490M 769K,613M 462K,736M 154K
208,208-6,368M 433K,491M 244K,614M 54K,736M 865K
208,208-7,368M 789K,491M 718K,614M 648K,737M 577K
208,208-8,369M 145K,492M 194K,615M 242K,738M 290K
208,208-9,369M 502K,492M 669K,615M 836K,739M 3K
208,208-10,369M 859K,493M 145K,616M 431K,739M 718K
208,208-11,370M 216K,493M 622K,617M 27K,740M 432K
208,208-12,370M 574K,494M 99K,617M 623K,741M 148K
208,208-13,370M 932K,494M 576K,618M 220K,741M 864K
208,208-14,371M 291K,495M 54K,618M 818K,742M 581K
208,208-15,371M 650K,495M 533K,619M 416K,743M 299K
208,208-16,372M 9K,496M 11K,620M 14K,744M 17K
208,208-17,372M 368K,496M 491K,620M 613K,744M 736K
208,208-18,372M 728K,496M 970K,621M 213K,745M 455K
208,208-19,373M 88K,497M 451K,621M 813K,746M 176K
208,208-20,373M 449K,497M 931K,622M 414K,746M 897K
208,208-21,373M 810K,498M 413K,623M 16K,747M 619K
208,208-22,374M 171K,498M 894K,623M 618K,748M 341K
208,208-23,374M 532K,499M 376K,624M 220K,749M 64K
208,208-24,374M 894K,499M 859K,624M 824K,749M 788K
208,208-25,375M 257K,500M 342K,625M 427K,750M 513K
208,208-26,375M 619K,500M 825K,626M 32K,751M 238K
208,208-27,375M 982K,501M 309K,626M 637K,751M 964K
208,208-28,376M 346K,501M 794K,627M 242K,752M 691K
208,208-29,376M 709K,502M 279K,627M 848K,753M 418K
208,208-30,377M 73K,502M 764K,628M 455K,754M 146K
209,209-1,377M 438K,503M 250K,629M 62K,754M 875K
209,209-2,377M 802K,503M 736K,629M 670K,755M 604K
209,209-3,378M 167K,504M 223K,630M 279K,756M 334K
209,209-4,378M 533K,504M 710K,630M 888K,757M 65K
209,209-5,378M 899K,505M 198K,631M 497K,757M 797K
209,209-6,379M 265K,505M 686K,632M 108K,758M 529K
209,209-7,379M 631K,506M 175K,632M 718K,759M 262K
209,209-8,379M 998K,506M 664K,633M 330K,759M 996K
209,209-9,380M 365K,507M 154K,633M 942K,760M 730K
209,209-10,380M 733K,507M 644K,634M 554K,761M 465K
209,209-11,381M 101K,508M 134K,635M 168K,762M 201K
209,209-12,381M 469K,508M 625K,635M 781K,762M 938K
209,209-13,381M 838K,509M 117K,636M 396K,763M 675K
209,209-14,382M 207K,509M 609K,637M 11K,764M 413K
209,209-15,382M 576K,510M 101K,637M 626K,765M 152K
209,209-16,382M 946K,510M 594K,638M 243K,765M 891K
209,209-17,383M 316K,511M 88K,638M 859K,766M 631K
209,209-18,383M 686K,511M 581K,639M 477K,767M 372K
209,209-19,384M 57K,512M 76K,640M 95K,768M 113K
209,209-20,384M 428K,512M 571K,640M 713K,768M 856K
209,209-21,384M 800K,513M 66K,641M 332K,769M 599K
209,209-22,385M 171K,513M 562K,641M 952K,770M 342K
209,209-23,385M 544K,514M 58K,642M 572K,771M 87K
209,209-24,385M 916K,514M 555K,643M 193K,771M 832K
209,209-25,386M 289K,515M 52K,643M 815K,772M 578K
209,209-26,386M 662K,515M 550K,644M 437K,773M 324K
209,209-27,387M 36K,516M 48K,645M 60K,774M 72K
209,209-28,387M 410K,516M 547K,645M 683K,774M 820K
209,209-29,387M 784K,517M 46K,646M 307K,775M 568K
209,209-30,388M 159K,517M 545K,646M 932K,776M 318K
210,210-1,388M 534K,518M 45K,647M 557K,777M 68K
210,210-2,388M 910K,518M 546K,648M 182K,777M 819K
210,210-3,389M 286K,519M 47K,648M 809K,778M 571K
210,210-4,389M 662K,519M 549K,649M 436K,779M 323K
